id	GSM3483776	GSM3483777	GSM3483778	GSM3483779	GSM3483780	GSM3483766	GSM3483767	GSM3483768	GSM3483769	GSM3483770	GSM3483771	GSM3483772	GSM3483773	GSM3483774	GSM3483775
WDR7	11.33524264	12.22111929	12.91339074	14.56055947	12.9864762	10.74458331	9.647922014	10.60051226	9.080255307	10.94134099	13.80066937	9.555519023	10.14016238	10.10699011	9.634658433
TTC23L	0	0.044537747	0.041388126	0.021143802	0	0	0	0.043521446	0.016297521	0	0	0	0.076341758	0	0.015162281
ADSL	7.38332877	6.366499065	7.252205458	6.291843727	6.228885065	11.87449463	12.54449338	13.12923258	11.97399132	9.894574142	7.586859576	12.23600067	9.208961042	8.290615642	7.513616919
RPL13A	165.5503794	159.5397384	151.0071554	171.3801486	106.3948236	815.4662502	820.7316347	858.2087358	818.7901975	774.1206563	315.8373055	939.014713	767.9862289	453.6350531	303.073651
TFDP1	15.02979346	11.11267395	10.88305259	10.92189018	9.176692744	7.659357059	9.715258741	11.07102123	10.5898253	7.075426931	9.888358734	11.65139325	12.88314208	10.04502305	14.21121945
TFDP2	6.963960949	9.468349987	10.59350259	12.67300901	9.759636809	4.779655226	4.565706198	5.064637358	3.443753799	4.953270373	6.633755023	3.622030054	6.559177091	3.381812985	4.373980886
ARPC4-TTLL3	51.88135201	44.36636163	38.05489267	34.50228085	37.14071404	83.75218105	81.79387142	73.31179371	87.15256629	91.26347792	53.4116428	81.35496323	53.45087116	66.08257293	48.33259106
CISD1	1.629159278	2.215039737	1.361708466	2.329622222	1.657393579	4.082716009	5.408878198	5.039388346	4.938063406	3.89415837	3.155598082	3.920344884	3.621543989	4.455853814	3.549979753
CISD2	2.374150835	2.896874762	3.304482207	2.313928202	2.904194992	4.650685979	6.28561133	5.162288408	4.464515087	4.138190013	4.19038406	5.055347018	4.445311355	3.943999919	3.569113034
CISD3	1.852714435	1.206482922	1.223086737	1.492658758	1.333601236	5.879865284	5.578768924	5.454143076	4.013486485	5.601071569	2.31072713	4.537445542	2.932830758	3.681212548	1.792280648
RPL18A	74.37711202	69.12056353	65.95117528	75.27351912	54.65296837	213.2033621	255.2677202	280.9808855	287.7989417	279.8760547	131.1143043	242.9430466	178.5701041	215.3290449	145.4158757
SEPHS1	9.170147046	8.213457095	8.912477368	10.24741343	7.992432048	7.108890457	7.471527089	9.657343098	6.267604187	6.383402648	9.091217987	9.976255105	9.494479956	6.425980097	9.633117935
SEPHS2	46.34437658	34.04339008	33.65748618	28.44608101	37.12405689	52.35952115	46.79759856	47.36382108	48.01391622	33.23674343	39.716793	53.66050839	47.7818127	42.80489868	46.56635368
MAPK8IP2	0.110427237	0.115491715	0.030664106	0.031330522	0.066869647	0.04297105	0.067435279	0.053741106	0.072448158	0.08287372	0	0.09350027	0.03393657	0.230729938	0.044934412
MAPK8IP3	1.040872001	1.315797054	1.011624798	1.312235565	0.978341623	0.480763951	0.477187375	0.77084654	0.997607966	0.873706368	0.556553694	0.488175043	0.623073447	0.814142419	0.999015181
MAPK8IP1	0.212899168	0.445326545	0.465563176	0.36997423	0.310218387	0.16310388	0.151681182	0.435164688	0.183326149	0.40193932	0.245461181	0.189277904	0.553414456	0.233539856	0.303210937
ZFAND2A	24.44585994	22.28043282	19.55453785	14.34634337	12.93125149	15.89689598	17.03859782	12.92974257	13.30717984	13.10497015	12.26514963	9.530362367	13.19846921	15.8776387	17.84381745
ZFAND2B	9.676333004	8.74400834	8.338781194	7.540069203	7.204082113	6.62677554	8.182911656	9.002053033	8.665309564	8.712246251	6.826509631	7.083653103	7.823258803	6.996121022	8.452105328
NKAP	2.806620009	2.577671498	2.200543859	2.541123989	2.236920574	1.389282516	1.218238727	1.446230757	1.489321758	1.897236296	1.377741831	1.223149111	2.663702625	1.353948353	1.771862509
CNEP1R1	14.5049533	13.04962395	10.1561786	8.894486121	12.79751084	6.888568895	4.635279611	4.979292266	4.741088612	5.954954338	6.970233904	5.929476916	5.352401434	8.39147609	11.31268723
NKD1	0.224378007	0.458162427	0.373839883	0.424404954	0.328359709	0.112779586	0.019030874	0.15287579	0.06542578	0.129802005	0.303864742	0.161486368	0.394581523	0.148460315	0.342384747
NKD2	0	0	0	0	0.034193916	0	0	0	0	0	0	0	0	0	0
KANSL1L	0.44949907	0.665039679	0.351626033	0.381041649	0.778413962	0.582340977	0.406168299	0.64239451	0.528668484	0.352768421	0.530888218	0.6173099	0.754717985	0.881928571	0.569913186
MYEF2	0.72132136	0.643664958	1.279904339	1.577149994	1.206206361	1.122120376	1.277701264	0.784530751	0.800308283	0.656187453	1.271627466	0.929576928	1.309724349	1.093720922	0.796397527
RAB11A	26.40995068	28.04954723	30.01484103	22.56516305	33.05676647	34.54150941	28.72578499	34.53673597	33.72028876	48.14423302	40.10786883	21.25607185	38.66330361	34.60154792	33.36641057
RAB11B	25.40193061	22.42816376	22.12411502	17.92676001	17.77287608	13.29457308	19.57456394	18.07748111	20.59695266	24.55088664	17.32309988	12.66556543	21.35022445	15.65492353	28.66282454
SCUBE2	0.069887508	0	0.022641252	0.023133309	0.037030573	0.039660311	0	0.126977484	0.017831022	0.030595459	0.017905889	0.096652043	0.083525067	0.068145013	0.049766885
SCUBE3	0.253099949	0.026470776	0.332084011	0.213634036	0.187750443	0	0	0.008622248	0.135608848	0.058171302	0	0	0.045373323	0.037018417	0.072092976
SCUBE1	0.007671212	0	0.014911322	0.022853079	0.016258665	0.010447967	0	0	0.046973392	0.025187362	0.005896328	0	0.022003538	0.050489643	0
NKG7	213.3606581	180.7659031	207.3654901	262.5909196	164.6970981	258.6571693	520.3663838	238.4382518	239.5921798	304.6025689	125.4263319	420.7425127	109.4467452	195.6390853	149.4526711
CRLS1	4.489823414	4.333133013	5.037590078	6.868499237	6.907298337	7.850348715	9.831059015	8.657488023	8.518486797	9.072698897	8.634199891	9.380693994	7.918400312	8.836047879	7.443680298
SOWAHB	0	0	0	0	0	0	0	0.039394567	0	0	0	0	0	0	0.020586799
SOWAHC	0.439764558	0.585369646	0.874243069	0.734444073	0.783772716	0.245023566	0.056965941	0.367722104	0.459004274	0.42004537	0.553117808	0.592382532	0.387016814	0.511636329	0.540906306
SOWAHD	5.278308106	2.571997518	1.748861673	1.727306969	2.415385944	5.309984146	1.880279801	4.209279054	5.371503426	9.019785871	1.659709816	5.083733757	4.559177024	9.562343596	3.630545588
MCF2L	0	0.008411916	0.011725563	0.01996732	0	0.076680714	0.106010717	0.019179919	0.06771906	0.010563285	0.012364253	0	0.023070065	0.041173153	0
MYEOV	0.222822194	0.129467441	0.481247042	0.196682349	0.20989244	1.83772381	1.040700319	0.371105206	1.137012182	1.674564353	0.856339639	0.337503646	1.11847173	0.506955401	0.493645147
MIA-RAB4B	0.154378377	0.215278089	0	0.153301333	0.163597756	0.140172563	0	0.140243788	0	0.135168	0	0.030500005	0	0	0.036644274
SOWAHA	0	0	0	0	0	0	0	0	0.044380419	0	0	0	0	0	0
WEE1	1.733034713	3.203516918	3.662457193	4.192299489	2.754795684	3.43073068	2.469420201	1.956510141	2.167120523	2.864939079	2.741572111	2.478344112	3.569227979	2.873685311	2.525587283
WEE2	0.060823366	0	0	0.030199511	0	0	0	0.082881742	0.116388049	0.099852545	0	0	0	0	0.064968466
PGAP1	0.634655906	0.968941189	1.020948195	1.325652287	1.646605455	1.539992388	2.583052309	2.917531831	2.021275789	1.552075215	1.63165997	2.741214539	2.338272497	2.688718874	1.579187002
PGAP2	5.391892433	4.197196794	3.421805204	3.740657951	3.7309894	4.023890495	3.13984258	3.740764742	3.618230778	3.217354096	3.860511662	3.385476354	4.908066354	3.078853334	3.523985118
PGAP3	6.774345332	6.766605759	6.608653846	7.608910497	4.705274795	9.813913212	13.53928179	11.82416824	12.62313879	15.34491124	8.4637611	12.19583724	10.388688	10.05659922	6.937902596
EQTN	0	0.139483547	0	0.066218269	0	0.136231465	0.28505414	0.045433563	0.102081323	0	0.205019869	0.197616436	0	0.243828324	0.237426544
HDHD2	9.419837734	9.375820719	10.28992931	13.16651184	11.72301039	8.166705602	7.853249643	8.184338598	9.785137149	6.978457449	13.32472246	10.43905464	6.996034028	10.01470935	10.76640546
HDHD3	4.643452218	4.208891182	4.38403481	6.060245679	3.702283284	17.28627355	19.439925	16.69244197	15.60452443	19.16656549	8.871760022	16.0674461	10.59172444	10.57536147	5.479511387
CNBD1	0	0.037677831	0	0	0.114531092	0	0	0	0	0	0.110761508	0	0	0.026345537	0
CNBD2	0.148795462	0.155619606	0.216921744	0.092348356	0.51246466	0.126659424	0.172266485	0.202758053	0.199308429	0.2687021	0.157256998	0.220477559	0.080023856	0.040805316	0.18542515
NYAP1	0.077877993	0.108599571	0.100919625	0.077334666	0.027509606	0.159101331	0.09247434	0.2122429	0.337784991	0	0.099765664	0.107702611	0.148919651	0.018984068	0.036971272
NCAPG	0.189169196	0.375905466	0.422863688	0.469623573	0.521212278	1.532975399	1.105151986	1.121316204	1.288660017	1.09315506	0.75608628	2.085441715	2.007616042	2.061258557	0.633124586
NYAP2	0	0.035656296	0.082836883	0.016927432	0.036128712	0	0	0.01161422	0	0.48133644	0.065511751	0	0.073341769	0.012466008	0.048554837
NCAPH	2.158283175	1.871156039	1.380025074	1.579218861	0.902832035	1.199014208	1.96256616	1.296367289	2.412768986	0.951072642	1.571610515	2.32278287	2.036401263	1.183764944	1.334687742
KCNE1B	0.459200576	0.293492648	0.520680548	0.557329539	0.513658398	0.13898173	0	0.086907719	0.52721968	0	0.058825926	0.151204464	0.219522828	0.373126162	0.23616426
MYH7B	0.011737506	0.122758184	0.022815394	0.058278089	0.037315388	0	0	0.015994264	0	0	0.009021805	0	0.025250246	0.03433457	0.016716553
LRRC36	0.208566455	0.145421233	0.563072217	0.230123734	0.319253874	0.031562381	0.01651048	0.252627347	0.283804883	0.060871026	0.338433346	0.151087777	0.41544208	0.237260681	0.313542527
LRRC34	0.019189891	0.080279955	0.167856111	0.095280049	0.040671798	0.313632858	0.246094978	0.156896112	0.161570892	0.39064555	0.02949987	0.056869212	0.233932172	0.224537186	0.163981425
LRRC38	0	0.088148045	0	0	0	0	0	0	0	0	0.032391097	0	0	0.030817958	0
LRRC39	0.280532881	0.391198456	0.681625644	0.835727108	0.990953762	0.350237798	0.732846372	0.923823378	0.715748502	0.644763578	0.610940674	0.665087	0.569967337	0.683845989	0.632596852
PTH1R	0	0	0	0	0	0	0	0	0	0	0	0	0.096813972	0.098733674	0
LRRC32	0.083507657	0.218343835	0.081161197	0.186581372	0.243360376	0.07108437	0.148738723	0.042672294	0.271652159	0.109674327	0.06418653	0.148484886	0.389231682	0.152672949	0.312195406
NKRF	5.72610833	6.758701009	5.485708812	6.457852346	5.634634494	4.51215849	4.414707113	5.434061686	4.445471178	4.310773865	6.523298051	5.696840783	5.088614233	5.279247466	5.402768286
LRRC47	8.86376645	7.502460474	7.793303514	7.901264781	7.252350842	7.397726499	9.634106152	13.17380151	11.65982997	8.419550644	9.173731167	8.112461027	9.637535026	8.275952308	8.190774157
LRRC45	3.123657653	2.618933176	2.233007628	2.742971528	2.079134213	3.357756774	3.512927331	3.042864344	3.635748326	5.797661374	2.440623382	2.631729216	2.924850493	3.624725094	3.106745428
LRRC46	0.561181822	0.103573953	0.128332545	0.065560783	0.279856587	0.022479802	0	0.089964898	0.151601624	0.043354417	0.101492105	0.31304686	0.165699516	0.241407334	0.188055294
PGAM1	44.7688275	26.1217704	23.42893504	22.0662584	22.74161706	42.87917176	50.23265204	52.78028284	48.41747357	41.87195921	40.76342673	58.76257095	44.26820735	40.16217106	47.65202522
PGAM2	1.194856211	1.136050359	1.266853357	1.72584745	1.381322478	0	0	0.444050782	0.249426243	0.427979425	0.584438203	0	2.103077365	0	1.160259473
LRRC40	1.678463377	2.565646048	3.764539967	5.705424866	3.728429169	22.42056253	25.06644602	19.63895673	19.51792062	11.78506542	17.46621419	28.31424181	14.67460124	18.17586286	8.573502157
PTH2R	0.148435337	0.066532699	0.103046064	0.042114216	0.202242602	0	0.438121937	0.028895332	0.032461396	0.29242011	0.016298846	0	0.106440235	0.062029037	0.090600671
PTGR1	0.049516043	0.025893488	0.072187056	0.073755881	0	0.134878812	0.123472919	0.067473674	0.037900406	0.211352782	0.152238158	0.19076293	0	0.253477701	0.193932022
LRRC43	0	0	0.065206806	0.066623931	0	0	0	0	0	0	0	0	0	0	0
PTGR2	0.311376902	0.530701028	0.717339496	0.549696952	0.476626416	0.408379356	0.336871465	0.369299666	0.379567496	0.272630104	0.469803335	0.211894175	0.430025785	0.345781912	0.484524279
LRRC41	4.294305598	4.140551102	3.837226588	3.920620145	3.782746631	9.590720432	10.45008611	8.762796444	9.844240724	9.326438837	6.385299271	8.6678987	6.9576633	9.357998494	5.260948466
LRRC42	3.513564771	5.936063386	4.352980294	4.524265066	4.173473079	5.442704102	4.291300321	4.103832235	4.403426688	4.132785415	3.620628777	4.279399913	5.315894157	3.92479663	4.921534188
VAMP8	71.36912354	42.87752413	52.63967644	42.48537407	45.43853316	118.6538443	126.4818812	174.7718091	98.09850152	83.11173096	73.21425195	121.4396517	68.77605866	80.31695153	93.27400126
VAMP7	0.104713342	0.474568319	0.441007788	0.381270245	0.591822704	0.356541291	9.300581604	0.61831893	1.415971676	0.573019571	0.45608657	0.786138486	0.700821348	0.382884523	0.273409975
VAMP1	19.84016563	18.11213339	19.20686518	18.61724793	11.13250743	6.994483629	7.021302827	8.80512595	5.015557647	6.078822097	7.335072592	6.426751471	8.539938798	5.457558984	13.81339677
PGAM4	1.703610792	0.127267341	0.591336234	0.72502513	0.773721153	1.325867535	0.346784819	1.243632418	2.514803414	1.198622114	0.654723582	1.730964989	1.745182573	1.245851182	1.386446875
PGAM5	6.195018315	4.163400347	6.043839368	6.549442592	4.817647589	5.405732537	9.364374726	9.356508777	10.74560905	9.450977657	7.712835021	5.84972654	9.610979202	9.267549361	7.07848312
VAMP4	3.73515475	5.359585673	6.19063359	7.239008417	6.998584532	12.078961	10.83736169	10.89257113	8.259188313	5.889023983	10.92904133	13.50754117	7.621177452	8.84115171	10.67776065
LRRC3B	0	0	0	0	0	0	0	0	0	0	0.016043035	0	0	0	0
VAMP5	26.02887289	13.43299791	9.279430141	11.17415103	15.53819128	46.05477374	48.02112307	62.03129171	62.29179315	90.46304044	20.1813148	62.11342775	29.09756328	75.47472075	24.11998581
LRRC3C	0.626869772	1.201969331	0.609255514	0.311248162	0.66430604	1.138371116	0.893233625	0.711843472	1.199541471	0.137216	1.204578018	0.24769701	0.749194539	0.916860177	0.3719949
VAMP2	41.56014232	69.71275	44.21287848	36.03716552	33.17495173	16.66298123	22.12106191	24.64812476	20.62579993	33.96927348	22.3764005	18.85860667	22.7753535	21.68544056	41.33965211
VAMP3	65.63530927	55.20566748	48.90864865	41.26338672	52.79175116	45.89104961	35.2519019	40.05442628	37.94984137	43.10088781	50.81224318	42.24048463	31.78034373	44.44728856	60.90947453
LRRC14	5.203703597	5.442358853	4.82156831	6.538341842	4.405141538	8.812624576	11.27354437	7.773107969	8.825309677	14.26625982	6.471858462	11.53665174	8.25712258	7.633129938	6.438809772
LRRC18	0	0	0	0	0	0	0	0	0	0.075608816	0	0	0	0	0
LRRC17	0.452569968	0.072819384	0.101504612	0.311131764	0.258244626	0	0.148816597	0.094876968	0	0	0.05351678	0	0.499276241	0.254588138	0.049580771
PTGS2	144.1139579	431.0870191	175.2480877	53.49244763	315.8504784	102.4828103	9.188744645	11.43556475	92.79492549	115.5420306	54.22411721	15.5292839	143.8824201	54.35554837	123.9609711
PTGS1	14.24242493	12.35697533	21.60700326	16.48959545	16.42170038	17.3616584	11.69320863	16.29714677	25.71546805	30.47513801	24.68671468	6.459733573	59.45660126	24.63980585	32.07445249
ANO10	2.429816954	2.68857373	2.053514898	1.416246837	1.49270962	1.223016878	0.727579082	0.875741156	1.185973743	0.716860814	2.192436798	1.398408211	0.871188406	1.274751267	1.730272326
NKTR	16.24626055	24.1940304	26.08516462	35.70120068	29.53344818	21.77994391	22.39285643	24.57564119	19.38144134	11.95403873	24.90465747	20.96224433	18.97290276	17.10158707	19.10463442
LRRC25	129.9407591	97.31920131	69.23261792	39.61744458	60.94615939	128.0723186	113.6684172	129.6343894	117.5744357	146.8885344	100.0838236	109.7321602	80.68434298	179.9879102	114.1332109
LRRC26	0	0	0.074834114	0.152920933	0	0	0	0.367226446	0.353611729	0	0	0	0	0	0
LRRC23	1.554550825	1.817122594	1.362745389	1.816123851	1.905801366	1.868164288	1.954496954	1.889881484	2.519744089	1.301058385	1.382306523	1.644034159	1.639323021	1.40433618	1.779875009
LRRC24	0.735475314	1.043922574	1.225387502	0.939013923	0.6123837	0.715497082	1.309983568	0.644274582	1.407362708	1.690381864	1.130617472	0.96524254	2.071911872	0.922034332	1.197101421
LRRC29	4.211774302	2.91350172	2.030598491	2.239390051	2.038356938	1.784129063	1.937460963	1.491295589	1.573805248	2.417313783	1.631394298	1.886980003	2.853718564	2.352495979	1.676720298
ANKRD30BL	0	0	0	0	0.019941267	0	0	0	0	0	0	0	0	0	0
LRRC27	1.343278814	0.677881593	0.82166498	1.305923165	0.935726339	1.311359587	1.412115831	1.184023397	1.344527422	1.048643161	0.76533855	0.974322813	0.47151628	1.24338175	1.070264237
LRRC28	0.371196892	0.503637974	0.487522599	0.378569539	0.446521907	0.847153481	0.700464971	0.587840477	0.437698838	0.731264122	0.717138688	0.713540369	0.784147262	0.55758616	0.492938344
LRRC20	0.6933612	0.698302734	0.648920149	0.561019445	0.653127373	1.433994318	0.640356105	1.52220608	0.70761365	1.58515708	1.006661696	0.654483831	1.12329579	1.370927276	0.566889442
LRRC73	0	0.091805295	0.085313007	0.087167095	0	0.328771078	0.250155951	0.059806934	0.167969739	0	0	0.234120972	0.062945057	0.03209659	0.093761657
LRRC70	0.496701616	2.424247615	2.85624078	2.055151268	1.93000252	4.735451744	4.924799305	3.779005756	3.548381281	3.343244341	3.658724963	1.275711192	2.166734566	2.270237934	2.446432979
CRAMP1	8.338423606	8.13945552	8.503927784	8.180886382	7.080893066	2.892170292	2.510959409	3.090589198	3.514557659	2.854618844	4.836784283	2.444732217	3.707184227	3.203426019	5.573605853
LRRC71	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025874902	0
LCNL1	0.183791039	0.048055042	0.424238508	0.228135992	0.243458655	0.265962909	0.491036007	0.156528266	0.228599685	0	0.035316848	0.040849834	0.1482673	0.05040242	0.032719393
SH3GLB1	31.65687793	30.3355329	30.01789789	29.00442958	39.64041868	21.30912731	19.74930976	17.43940986	19.5295323	19.33124368	30.07240139	20.64734207	18.04403635	25.50532861	30.24018499
SH3GLB2	6.858124581	6.329654462	6.29364344	5.819938659	4.719653613	13.24797345	13.29566583	11.43032156	13.07102352	15.08955125	8.684098863	11.41709095	11.00145012	11.86899316	7.218491705
ANAPC7	13.77220057	11.66564343	11.32247991	13.3069078	12.00078977	10.40198684	8.884954282	10.97724471	8.999974607	10.93600556	9.21637496	10.58682125	9.953552526	7.907747376	9.167343517
ANAPC4	3.838385347	5.00178991	6.76083381	8.017942035	7.398050335	7.689388141	7.097774552	6.051381922	6.075595918	5.236894217	8.850899797	6.817666849	6.110584216	6.340759805	7.164997048
ANAPC5	11.45468985	11.30744051	11.38283803	13.74890185	11.81804981	13.11242609	12.58102572	12.57782982	12.67076124	10.37377046	12.06682897	11.78018817	15.90163582	10.119684	12.18144828
ANAPC1	0.505816276	0.591660745	0.827963739	1.011183793	0.670029132	0.335388938	0.407788898	0.389974389	0.203768538	0.28845085	0.511560265	0.240626657	0.587019926	0.360169318	0.445500263
ANAPC2	11.63840641	10.29540685	8.587348538	10.55592398	8.403404334	12.62740041	13.69798443	12.5755964	13.82672497	20.14464135	9.31344252	13.21878728	12.37759606	13.09795444	10.96508749
LRRC58	5.100346675	5.679202428	6.765835294	9.720134764	8.949975135	8.205881495	8.996308184	8.43476417	7.4832081	3.913911461	11.00938278	7.637721483	7.399194288	8.769106895	8.085925538
LRRC59	21.79572701	17.85279524	19.73807889	17.69925952	16.47035625	19.2953437	17.56024987	22.67765075	21.00163507	13.05527666	25.0040348	17.7113796	17.77651752	22.92566742	21.01826537
LRRC57	4.703841024	3.479696769	3.278221161	3.189967602	3.015166731	2.656351258	1.912680258	2.212145266	1.650914409	1.574576425	2.821865784	2.475169003	2.328218518	2.433114588	2.442760398
LRRC4C	0	0	0	0	0	0	0	0	0	0	0	0	0.012463262	0	0
LRRC69	0.700613124	1.465490094	1.154614958	2.087175581	2.001395849	1.721735093	1.540871846	2.033925008	3.031040328	2.120337418	1.826260103	2.49151906	1.638250165	2.205369748	1.214728896
LRRC61	1.395501502	0.996733617	1.091647769	1.250568939	1.478839973	1.64566945	3.322192226	2.017549192	2.292593484	2.570354186	1.360402407	1.956829022	2.343075103	1.443677643	2.060185284
LRRC66	0.223841686	0.263371098	0.190358012	0.805765079	0.474418741	0.36202819	0.358823787	0.13344658	0.256998245	0	0.387115965	0.265341793	0.361153652	0.409238763	0.119548226
LRRC63	0.139096244	0.109106667	0.270375626	0.207188728	0.147402984	0.970905753	0.817574034	0.402775236	0.452482995	0.27402194	0.320740834	0.370990348	0.224422525	0.457745098	0.371439062
FCGR3A	176.3929524	168.7499113	104.8500316	129.2232289	195.7981418	65.5575774	53.99080888	83.90230434	29.84522442	93.86451108	60.47323722	61.87080678	81.71516503	77.85802739	173.1415176
FCGR3B	1361.333795	1038.575427	227.6729172	142.9176	903.1897791	96.70894193	15.6040473	13.5395269	50.26878979	235.6070603	35.20550753	5.871156672	450.6766461	403.498886	763.7852311
ERC1	3.161917369	3.408016276	3.81785513	3.880260937	3.511697905	2.515223762	2.036306363	2.201351124	2.045002924	2.538760574	2.823022029	2.176864343	1.648533575	1.767050123	1.848475875
ERC2	0	0.012272724	0	0	0.012435327	0	0	0	0	0	0	0	0	0.017162957	0
VEZF1	28.08052489	26.15806246	24.84226029	20.28314246	27.87002492	18.20630604	18.99366852	19.23542183	15.9096848	15.88900111	24.598253	18.38401614	22.55452218	21.38054296	28.87431532
ERAS	0	0	0	0.070944516	0.075709476	0	0	0	0	0	0	0	0	0	0
LRRC8C	0.111161912	0.116260084	0.123472458	0.118271116	0.126214748	0.097328109	0.050912945	0.102787429	0.127627775	0.255489309	0.170884865	0.225893589	0.204974105	0.11032587	0.084812553
BEND3	0.55807817	0.896863503	0.635001215	0.946168925	0.591406248	0.537621934	0.775816308	0.714102136	1.010603604	0.42010487	1.381028707	0.637342625	0.71252903	0.965558738	0.571878927
LRRC8D	23.46439964	18.25992568	17.24832246	21.01444694	22.10056655	18.10856462	13.92883882	19.09816469	16.2712411	14.50130188	22.22357068	11.74675759	15.16118368	17.36998409	20.04259761
BEND4	0.180551368	1.099668233	1.032224117	1.086296921	0.810354841	0.209743092	0.279969889	0.455880315	0.406461856	0.585841088	0.906134022	0.245499812	0.913906219	0.699020894	0.680667907
LRRC8A	10.76855593	9.903491857	9.497221738	9.173370054	7.978722004	11.18772033	13.51814302	12.09081789	11.866378	12.38958155	9.754594482	11.00325295	13.86118766	12.63912791	7.592238094
LRRC8B	0.600727936	1.29212069	1.817640721	1.665801071	2.005900115	1.952811336	2.422595761	1.675792033	2.134199415	0.796405805	2.639746267	1.471230668	1.79623336	1.500293819	1.105766504
BEND2	1.545814623	2.477555071	5.072968602	2.77102822	4.361254396	4.894265443	4.534022672	2.762972001	9.465538548	22.78028244	4.05826153	2.617725251	11.66058207	6.268885639	3.145069671
FCGR1A	52.10316557	10.58679191	6.880644831	4.470947993	35.83363835	17.33899067	26.25914683	23.54646663	16.9457039	30.48330323	12.60154146	35.04078225	14.89590165	34.01572666	23.50424588
BEND7	0.51107595	0.631699793	0.442528224	0.221459063	0.462819326	0.012655828	0.046342401	0.012662259	0.035562369	0.2257736	0.049996361	0.055075373	0.159919904	0.06795455	0.231596346
FCGR1B	57.42807162	13.69882634	7.702228743	3.060407582	49.22266229	5.696566543	4.567887973	8.399205879	4.486207095	16.47954826	4.737698279	5.121133856	8.583404236	16.13882597	15.63671711
BEND5	1.262682261	2.959947861	3.089164828	3.199537931	1.384229846	1.126723843	2.729835595	3.203894929	0.766517099	3.63118589	1.639871272	2.19356093	8.461237723	2.802041346	3.0695321
BEND6	0	0	0	0	0.017653802	0	0	0	0.012751031	0	0.038413708	0	0	0.048730757	0
MBOAT7	80.03783696	57.06901323	35.33837405	14.98755178	45.27957422	16.65085557	10.84071166	8.401568892	21.28696503	27.6077191	14.21033313	8.445077913	20.85092495	35.33770916	39.4204514
ERAP1	17.57523495	14.25161949	15.11133883	17.47588892	23.16927226	10.2769336	16.5618668	16.82824846	8.170077716	14.13408559	13.80605604	18.17390688	18.69426612	11.07909258	20.20807397
MBOAT1	68.07931517	48.89683598	42.51391092	49.05437582	53.77879552	34.87677367	25.84141307	27.75296759	36.65903044	29.09965862	39.88402134	32.63107808	30.2882564	37.07419186	44.93200742
MBOAT2	12.88745354	11.68579776	7.620091261	4.486494728	17.49183193	9.381420782	5.699009212	3.4315095	7.985363117	14.19504819	4.660065736	3.555802071	9.582784017	10.28349145	9.576488216
RPL23A	1.780052656	1.551408715	2.498940022	2.487780986	1.117840759	5.207926922	5.354657234	8.354884644	7.998274078	12.77143747	4.687361134	7.424331952	5.200322715	4.700775245	1.877889269
MBOAT4	0	0	0.059837595	0.061138032	0.326221716	0.545045992	0	0.041947919	0	0.202148571	0	0.182455387	0.176595856	0.180097535	0.21921128
USH2A	0.00907931	0	0	0	0	0.006182877	0	0	0	0	0	0	0.006510605	0.003319851	0
FCGR2A	213.2980433	219.6909962	129.1397548	49.83865582	216.8097274	55.35259928	32.3126087	31.87972368	49.63826309	81.26089525	38.81901139	36.8799127	62.28124411	99.54032097	154.5216273
USH1G	0.104654481	0	0	0	0	0	0	0	0	0.137447393	0	0	0	0.019133465	0
FCGR2B	4.632813613	5.181967914	2.938276932	3.21061534	3.23343549	4.336766484	3.579884557	2.574773477	2.988952186	7.067923725	3.367276414	3.235311761	4.656968922	3.551747595	4.14620784
EREG	0.553623488	1.805161566	1.614202077	2.732635819	1.397692007	0.27721288	0.510441534	0.343918638	5.882683981	0.224545091	1.076345347	0.482547744	1.074216805	0.095262366	0.742089809
PGBD1	1.020988864	1.695939953	1.196597484	1.938272826	1.591120113	0.470335469	0.53485965	0.368275664	0.321786673	0.650735812	0.900169496	0	0.58139913	0.19764252	0.427674137
PGBD2	0.076491505	0.026666534	0	0	0	0.034726399	0.127159183	0	0.058547875	0	0.117587402	0.332467598	0.109701287	0.130522618	0.03631306
PGBD4	1.098159796	1.060176216	1.23150332	1.04855608	1.178660967	3.077611361	2.67818108	3.012028061	2.704846281	3.31905207	1.698979686	2.561792842	1.756664037	2.676948839	1.604101421
PGBD5	0	0.017225675	0.01600751	0.016355397	0	0.061688204	0	0.022443473	0	0.113563719	0	0	0	0	0.023457003
TSPAN8	0	0	0	0	0	0	0	0	0	0	0.085214689	0	0	0	0
ERI1	0.029159017	0.060992649	0.028339685	0.028955585	0.030900375	0	0	0.03973391	0.011159399	0	0	0	0.062728175	0.010662	0.083056528
TSPAN9	0.094370909	0.084599145	0.065513718	0.080325014	0.085720012	0.220337871	0.364990394	0.211264421	0.350846337	0.256736004	0.300507762	0.015981031	0.435031934	0.216899508	0.163203671
TSPAN6	0.020527048	0.085873884	0.099751316	0.040767675	0.08701164	0.0698931	0.541110491	0.209785843	0.329946644	0.094356801	0.094666286	0.462322237	0.367989159	0.120091498	0.292346157
ERI2	0.027537394	0	0.013381814	0.054690551	0.02918191	0	0	0	0	0.081373695	0.01058304	0.008160702	0	0.080552425	0.009804687
ERI3	4.211619499	3.705604551	3.346092538	4.149044166	3.435905335	6.760406939	8.07301984	7.128224161	6.421703272	6.914134386	6.9368123	6.101884661	4.985519766	6.086585341	4.427233524
